ID_FORMATION,TITRE_FORMATION,KEYWORDS,ID_SOUS_DOMAINE
332,Être à l'aise à l'écrit : gagner en fluidité ,"Rédaction professionnelle,  orthographe, grammaire,  style rédactionnel,  clarité, concision,  efficacité communication écrite,  Microsoft Word, Google Docs,  LibreOffice Writer,  Grammarly,  Hemingway Editor,  ProWritingAid",102
336,Rédiger des e-mails plus efficaces et impactants ,"Ecrire, rédaction, email, communication écrite, impact, efficacité, message, audience,  publicité, marketing,  Microsoft Outlook, Gmail,  Mailchimp,  Thunderbird",102
341,Lire vite et retenir l'essentiel ,"lecture rapide, synthèse d'informations, communication écrite, rédaction professionnelle, orthographe, grammaire, vocabulaire,  techniques de mémorisation,  Evernote, OneNote, Google Docs,  Scrivener,  Notion,  Trello,  MindManager",102
344,Les fondamentaux de la prise de notes ,"Rédaction professionnelle,  prise de notes efficace,  communication écrite,  méthodologie rédactionnelle,  techniques de synthèse,  organisation documentaire,  apprentissage rapide,  Microsoft OneNote,  Evernote,  Google Keep,  Notion,  Bear,  Simplenote,  OneNote",102
345,Se réconcilier avec l'orthographe - Niveau 1 : les fondamentaux en langue française ,"Grammaire, orthographe, conjugaison, vocabulaire, rédaction, style, expression écrite,  Word, Google Docs, LibreOffice Writer,  Grammarly,  Antidote,  Hemingway Editor",102
349,Réseaux sociaux niveau 3 - Optimiser la performance de sa stratégie social media ,"Stratégie digitale, community management,  influence marketing,  publicité en ligne,  analyse web,  engagement,  relation client,  Twitter, Facebook, Instagram, LinkedIn, TikTok,  YouTube, Pinterest",100
350,Déployer un programme d'Employee Advocacy ,"Communication interne, communication externe, Employee Advocacy, programme d'influence,  réputation digitale, engagement collaborateurs,  influence marketing,  LinkedIn, Twitter, Facebook, Instagram, Yammer,  Microsoft Teams, SharePoint",100
352,Optimiser ses écrits professionnels grâce à l’IA ,"Rédaction professionnelle,  orthographe, grammaire, style,  concision,  efficacité,  clarité, ChatGPT, Jasper, Copy.ai,  Grammarly, QuillBot, ProWritingAid",102
355,Pratique de la comptabilité générale - Niveau 1 ,"Comptabilité générale, normes IFRS, bilan, compte de résultat, trésorerie, TVA, amortissement,  Sage, QuickBooks, Cegid, Xero, EBP, Excel",205
358,Monter le bilan et la liasse fiscale ,"Bilan comptable, liasse fiscale, déclaration fiscale, impôts, TVA, comptabilité générale, normes comptables,  logiciel comptable, Excel, Sage, QuickBooks, Cegid, EBP, Xero",205
361,Comptabilité analytique : décider sur la base de coûts pertinents ,"Comptabilité de gestion, coûts de production, rentabilité, analyse financière,  reporting,  budgeting,  gestion prévisionnelle,  SAP, Sage,  Xero, QuickBooks, Excel,  Power BI",205
364,Contrôler les factures fournisseurs ,"Comptabilité fournisseurs, contrôle de gestion, facturation, rapprochement bancaire, TVA,  audit interne,  gestion des impayés,  Sage, QuickBooks, Xero, Cegid, EBP, SAP,  Excel",205
367,Maîtriser la comptabilité clients ,"Comptabilité clients, facturation, recouvrement, trésorerie, impayés, bilan, reporting, QuickBooks, Xero, Sage, Cegid, EBP, SAP, Excel",205
369,Paie et charges sociales - Niveau 1 ,"Comptabilité générale, fiscalité des entreprises, paie, charges sociales, droit du travail, gestion budgétaire, déclarations fiscales, logiciels comptables,  Sage, Cegid, QuickBooks,  AAT, Xero,  Excel",205
372,Évaluer et constater les impôts différés ,"Impôts différés, évaluation, constatation, fiscalité, comptabilité, normes IFRS, bilan.  Tax,  SAP, Oracle, Sage, QuickBooks, Xero, Cegid.",205
3,Formation au métier d'acheteur ,"Négociation,  approvisionnement,  sourcing,  contrat,  logistique,  performance,  supply chain,  SAP Ariba,  Coupa,  Oracle Procurement Cloud,  Zycus,  Ivalua,  Jaggaer,  Basware",206
7,Achats pour non-acheteurs ,"négociation fournisseurs, stratégie achats,  analyse des coûts,  gestion des stocks,  commande publique,  performance achats,  supply chain.  SAP Ariba, Coupa, Jaggaer, Ivalua, Oracle Procurement Cloud, Zycus,  Basware",206
12,Cartographier et prioriser ses achats avec le marketing achats ,"Marketing achats,  Négociation achats,  Gestion des achats,  Stratégie achats,  Analyse des achats,  Priorisation achats,  Cartographie achats,  Excel,  SAP Ariba,  Coupa,  Oracle Procurement Cloud,  Zycus,  Jaggaer,  Ivalua",3
13,Améliorer la performance des achats grâce au digital ,"Négociation,  supply chain,  gestion des fournisseurs,  optimisation des coûts,  e-procurement,  analyse des données,  performance achats,  SAP Ariba, Coupa,  Oracle Procurement,  Jaggaer,  Zycus,  Ivalua,  Basware",3
14,Achats et conduite de projet : une synergie efficace ,"Négociation,  sourcing,  approvisionnement,  gestion des stocks,  analyse des coûts,  planification,  performance,  SAP Ariba,  Coupa,  Oracle Procurement Cloud,  Ivalua,  Zycus,  Jaggaer,  SciQuest",3
17,Innover avec l'analyse de la valeur ,"Négociation,  Analyse,  Supply Chain,  Gestion des coûts,  Performance Achats,  Innovation,  Valeur,  SAP Ariba,  Coupa,  Oracle Procurement Cloud,  Jaggaer,  Zycus,  Ivalua,  Basware",3
21,Sourcing et évaluation des fournisseurs ,"Négociation,  Approvisionnement,  Logistique,  Gestion des stocks,  Analyse des coûts,  Performance achats,  Risques achats,  SAP Ariba, Coupa, Oracle Procurement Cloud, Jaggaer, Zycus, Ivalua,  Spend Management",3
25,Les achats de prestations intellectuelles ,"Négociation,  contrats,  fournisseurs,  gestion de projet,  analyse des coûts,  risques,  compliance,  SAP Ariba,  Coupa,  Oracle Procurement Cloud,  Ivalua,  Jaggaer,  Zycus,  Basware",3
27,Développement Durable et achats : pratiquer l'achat responsable ,"Achats responsables,  durabilité,  approvisionnement,  sourcing,  éco-conception,  gestion des achats,  performance achats,  outils achats,  méthodologies achats,  normes environnementales,  labels écologiques,  analyse cycle de vie,  plateformes achats,  logiciels achats.",3
31,Maîtriser la réglementation de l'achat public - Niveau 1 ,"Marchés publics,  dématérialisation,  procédures,  contrats,  spécifications,  performance,  compliance,  e-Achats,  Chorus Pro,  Marché public simplifié,  achat public européen,  outils achats,  référentiel achat,  réglementations",4
33,Construire un Cahier des Clauses Techniques Particulières (CCTP) ,"Marchés publics, réglementation, spécifications techniques,  consultation fournisseurs,  négociation,  rédaction,  appels d'offres,  logiciels marchés publics,  plateformes e-achats,  outil CCTP,  modèle CCTP,  gestion de projet,  gestion des contrats,  Excel.",4
39,Assistant(e) de direction ,"Assistanat,Secrétariat,Management,Organisation,Communication,Agenda,Planning,Outlook,Excel,Word,PowerPoint,Google Agenda,Slack,Teams",5
42,Cycle Assistant(e) ,"emploi, recrutement, formation professionnelle,  stages,  candidature,  CV, lettre de motivation,  Pôle Emploi, APEC,  Apec, Indeed, LinkedIn,  Monster, RégionsJob",5
46,Chargé(e) de formation ,"Formation professionnelle, métiers pédagogiques,  enseignement,  apprentissage,  didactique, ressources humaines,  recrutement,  PowerPoint, Moodle,  Google Classroom,  Skillshare,  LinkedIn Learning,  Coursera,  edX",5
50,L'assistant(e) Ressources Humaines ,"Ressources Humaines, recrutement, gestion du personnel, administration du personnel,  gestion des dossiers,  communication interne,  relations sociales,  Taleo,  Workday,  SuccessFactors,  BambooHR,  SAP SuccessFactors,  Cornerstone OnDemand,  PeopleSoft",5
55,Assistant(e)s du service import export ,"Import-export, douanes, logistique, négociation, commerce international, administration, management,  SAP,  Oracle,  Magento,  Shopify,  Salesforce,  MS Dynamics 365",5
59,Assistant(e) de plusieurs managers ,"Organisation, Gestion du temps, Priorisation, Communication,  Collaboration,  Efficacité,  Productivité,  Outlook,  Google Calendar,  Asana,  Trello,  Notion, Slack, Microsoft Teams",134
62,Marketing de soi : gagner en visibilité ,"Efficacité professionnelle,  assistant manager,  réseautage professionnel,  gestion du temps,  communication,  marketing personnel,  branding personnel, LinkedIn, Viadeo,  Indeed,  Glassdoor,  Twitter,  Instagram,  Facebook",134
65,Gagner du temps et s'organiser avec Outlook ,"Gestion du temps, organisation, productivité, efficacité, Outlook,  planning,  priorisation,  Microsoft To Do, Google Calendar, Any.do,  Asana,  Notion, Trello, OneNote",134
67,3h chrono pour planifier et organiser son télétravail ,"Gestion du temps, organisation, télétravail, productivité, planification, efficacité professionnelle, outils collaboratifs,  Asana, Trello, Monday.com, Microsoft To Do, Google Calendar, Outlook, Notion",134
70,Chef de projet occasionnel ,"Organisation, Gestion du temps, Priorisation, Communication, Collaboration,  Productivité,  Délégation,  Microsoft Outlook, Google Workspace, Asana, Trello, Monday.com, Slack, Notion",134
72,Microsoft 365® - Exploiter les outils collaboratifs en ligne ,"Productivité, organisation, collaboration, gestion du temps, communication,  outils collaboratifs,  efficacité professionnelle,  Google Workspace,  Slack, Microsoft Teams,  Zoom,  Asana,  Trello,  Notion",134
75,"Spécial Assistant(e)s : Maîtriser Word, Excel et PowerPoint ","Gestion du temps, organisation, communication,  productivité,  collaboration,  archivage,  gestion de projet,  Word, Excel, PowerPoint, Google Docs, Google Sheets, Google Slides,  OneNote,  Outlook",134
78,Spécial Assistant(e)s : Prise de notes et rédaction de comptes rendus efficaces ,"Prise de notes, compte-rendu, rédaction, efficacité, communication, secrétariat, organisation,  Google Docs, Microsoft Word, OneNote, Evernote, Otter.ai,  Zoom,  Teams",6
79,Maîtrisez l'Art de l'Email Professionnel : Communication Assistante,"Email professionnel, communication écrite, rédaction professionnelle, gestion du temps, organisation, efficacité,  négociation,  Outlook, Gmail,  Yahoo Mail,  Thunderbird,  Apple Mail,  Microsoft Exchange,  Zoho Mail",6
80,Maîtrisez l'Art de la Synthèse Écrite :  Communication Optimale pour Assistants,"Rédaction professionnelle, synthèse informative, communication écrite,  notes de synthèse, compte-rendu,  gestion du temps, organisation,  Microsoft Word, Google Docs,  Evernote, OneNote,  Trello, Slack,  Asana",6
83,Spécial Assistant(e)s : Mieux communiquer par téléphone ou en visio ,"Communication téléphonique, visioconférence, relation client,  techniques de communication,  écoute active,  gestion des appels,  assertivité,  Microsoft Teams, Zoom, Google Meet, Skype, Slack,  GoToMeeting,  RingCentral.",6
85,S’affirmer dans ses relations professionnelles - Assertivité les bases ,"Communication assertive, confiance en soi, gestion des conflits, relations professionnelles, affirmation de soi,  développement personnel,  techniques de communication,  gestion du stress,  techniques d'assertivité,  coaching,  mentoring,  formation assertive,  techniques de négociation,  PNL",73
91,"Hôte et hôtesse-standardiste, un métier de communication ","accueil téléphonique, communication verbale, relation client, gestion administrative, organisation du travail, prise d'appel, standard téléphonique,  téléphonie, visioconférence, messagerie instantanée,  logiciels de standard, logiciels de gestion,  CRM,  plateformes collaboratives",5
95,Les fondamentaux de la gestion de patrimoine ,"Gestion patrimoniale, placements financiers, fiscalité patrimoniale, succession, assurance vie, épargne, investissement, outils financiers, stratégies patrimoniales,  analyse financière,  Bourse, immobilier,  Wealth Management,  Private Banking",135
100,L'essentiel de Bâle ,"Risque bancaire, Bâle III, conformité, réglementation, audit interne, supervision bancaire, gestion de crise,  Analyse financière,  Modélisation financière,  Stress test,  Credit Risk+,  SAS,  Bloomberg Terminal,  Reuters",38
105,Entreprises en difficulté et droit des faillites ,"Recouvrement amiable, procédure amiable, action en justice, médiation, renégociation, prévention, insolvabilité,  droit bancaire,  droit commercial,  procédure collective,  liquidation judiciaire, redressement judiciaire,  Fiabilité,  Experian,  Equifax,  Creditreform,  Altares,  Coface,  Graydon.",7
106,Traiter les situations de surendettement des particuliers ,"Surendettement, recouvrement amiable, contentieux bancaire, procédures collectives, négociation, médiation, règlement amiable,  loi Schmit,  FICP,  Banque de France,  Incasso,  Bural,  Credit Manager,  Experian",7
110,Analyse financière des comptes consolidés et normes IFRS ,"Analyse financière, comptes consolidés, normes IFRS, reporting financier, ratios financiers, due diligence, audit financier, SAP, Oracle, Bloomberg Terminal, Refinitiv Eikon, FactSet,  Morningstar,  Capital IQ",158
117,La finance verte et durable ,"Investissement responsable, ESG, critères environnementaux, sociaux, gouvernance, finance durable, impact investing, reporting extra-financier, normes GRI, analyse financière,  gestion de portefeuille,  obligations vertes,  placements durables,  impact social.  ",39
118,Analyse financière des comptes consolidés ,"Analyse financière, comptes consolidés, ratios financiers, normes IFRS, reporting financier,  audit financier,  due diligence,  Banque, Finance d'entreprise,  marché des capitaux,  analyse de crédit,  SAP, Bloomberg Terminal,  FactSet",158
122,"L'essentiel de Word, Excel et PowerPoint ","Word, Excel, PowerPoint,  Logiciels bureautiques,  Productivité,  Formation bureautique,  Traitement de texte,  Tableur,  Présentation,  Outils collaboratifs,  Microsoft 365, Google Workspace, LibreOffice,  Pages",159
125,Excel - Débutant ,"Excel,tableur,calcul,spreadsheet,formules,feuille,graphique,LibreOffice Calc,Google Sheets,Numbers,Microsoft 365,OpenOffice Calc,Zoho Sheet, WPS Office",159
129,3h chrono pour créer des graphiques avec Excel ,"Excel, graphiques, tableaux, données, visualisation, analyse,  formation,  logiciels bureautiques,  PowerPoint, Google Sheets, LibreOffice Calc, Numbers,  SmartSheet,  Data Studio",159
131,"3h chrono pour manipuler du texte, des dates et des heures dans Excel ","Excel,formules,dates,heures,tableaux,automatisation,productivité, Google Sheets, Numbers, LibreOffice Calc, Microsoft Word, OpenOffice Writer, Google Docs,  ",159
134,3h chrono pour exploiter les outils gain de temps d'Excel ,"Excel,  productivité,  efficacité,  tableur,  formules,  automatisation,  tutoriel,  Microsoft 365, Google Sheets,  Numbers, LibreOffice Calc,  formules avancées,  analyse de données,  visualisation de données",159
137,3h chrono pour créer vos premiers tableaux croisés dynamiques ,"Tableaux croisés dynamiques,  Excel,  analyse de données,  visualisation de données,  reporting,  efficacité,  formation,  PowerPoint, Google Sheets, Numbers, LibreOffice Calc,  Data Studio,  Tableau,  SmartSheet",159
141,Excel Macros VBA - Niveau 1 ,"Excel,Macros,VBA,Formules,Fonction,Tableau croisé dynamique,Automatisation,Word,PowerPoint,Access,Google Sheets,LibreOffice Calc,OpenOffice Calc,Apple Numbers",159
144,Word - Débutant ,"Word, Excel, PowerPoint, traitement de texte, tableur, présentation,  logiciels bureautiques,  formation, initiation,  tutoriel, guide,  OpenOffice, LibreOffice, Google Docs",159
147,Word - Consolider ses connaissances pour autodidactes ,"Word, Excel, PowerPoint,  PDF,  Formules,  Macros,  Automatisation,  Google Docs, Google Sheets, LibreOffice,  OpenOffice,  Microsoft 365,  Tutoriel,  Formation",159
151,3h chrono pour concevoir un tutoriel ,"Tutoriel, conception, logiciel, bureautique, PAO, CAO,  3h chrono,  rapide, efficace,  outils, méthode,  Word, Excel, PowerPoint, Publisher",159
153,PowerPoint - Consolider ses connaissances pour autodidactes ,"PowerPoint,  Microsoft Office,  productivité,  formation,  autodidacte,  logiciels,  bureautique,  Word,  Excel,  Google Docs,  Slides,  Canva,  LibreOffice,  Keynote",159
154,Maîtrisez Outlook : Productivité et Organisation Bureautique Optimale,"Outlook,Productivité,Organisation,Gestion du temps,Emailing professionnel,Collaboration,Microsoft 365,Gmail, Thunderbird, Google Agenda,  Evernote,  Notion,  Asana, Slack",159
155,3h chrono pour organiser et partager vos notes dans OneNote ,"OneNote, organisation, partage, notes, productivité, efficacité, gestion du temps,  Microsoft Word,  Microsoft Excel,  Google Docs,  Evernote,  Notion,  Dropbox,  Trello",159
157,Maîtrisez les outils collaboratifs Microsoft Teams en 3h chrono,"Microsoft Teams,  Collaboration,  Productivité,  Outils collaboratifs,  Travail d'équipe,  Gestion de projet,  Communication,  SharePoint,  Skype Entreprise,  Google Workspace, Slack,  Zoom,  Asana, Trello",136
159,Microsoft 365® - Collaborer en mode projet avec Teams et Tasks ,"Microsoft Teams, SharePoint, Planner, OneNote,  Google Workspace, Slack, Asana, collaboration, projet,  gestion de projet,  outils collaboratifs,  productivité,  Microsoft 365,  travailler en équipe",136
162,Google Workspace - Collaborer en ligne ,"Google Docs,  Drive, Sheets,  Collaboration,  Productivité,  Travail d'équipe,  Partage de fichiers,  Microsoft 365,  Slack,  Zoom,  Dropbox,  Asana,  Notion,  Confluence",136
169,Maîtrisez l'Art Graphique Numérique :  Conception et Réalisation Visuelle,"Photoshop, Illustrator, InDesign, CorelDRAW, Affinity Photo, Sketch, GIMP,  logiciels PAO,  conception graphique, infographie,  création visuelle,  retouche photo,  design numérique,  montage vidéo",40
172,InDesign - Niveau 2 ,"InDesign, Illustrator, Photoshop, QuarkXPress, CorelDRAW, Acrobat, Publisher,  logiciels PAO,  conception graphique,  mise en page,  édition numérique,  workflow,  tutoriel,  formation",40
177,Illustrator ,"Illustrator,Photoshop,Indesign,After Effects,CorelDraw,QuarkXPress,Sketch,logiciels PAO,conception graphique,création visuelle,design,édition d'images, infographie,workflow",40
178,AUTOCAD/AUTOCAD LT - Niveau 1 ,"AutoCAD, SolidWorks, Fusion 360, SketchUp, Revit,  Inventor,  BIM,  logiciels CAO, dessin technique, modélisation 3D, conception assistée par ordinateur,  tutoriel, formation CAO,  plans 2D",40
180,Revit Architecture ,"Revit,AutoCAD,SketchUp,ArchiCAD,Vectorworks,Solidworks,Cinema 4D,logiciels CAO,modélisation 3D,architecture,conception,dessin technique,plan,maquette",40
183,Maîtrisez les Réseaux Sociaux : Stratégie Digitale Performante en Bureautique et PAO/CAO,"Outils collaboratifs, stratégie digitale, réseaux sociaux,  performance,  productivité,  bureautique, PAO,  CAO,  Microsoft Teams, Slack, Google Workspace, Asana, Trello,  Zoom",136
187,Conduite du changement : démarches et outils ,"Conduite du changement, accompagnement organisationnel, gestion du changement, transformation digitale, transition,  résilience organisationnelle, développement personnel,  méthodes agiles,  outils collaboratifs,  coaching,  formation,  planification,  communication,  gestion de projet.  ",74
188,Atelier : instaurer une culture du changement dans son équipe ,"Transformation,  adaptation,  résilience,  gestion du changement,  communication interne,  leadership,  mobilisation,  Agilité,  Scrum,  Lean,  Kanban,  Change Management,  coaching,  mentoring",74
193,Mieux écouter pour mieux décoder ,"Communication, écoute active, feedback, empathie, résistance au changement,  gestion du changement,  coaching,  techniques d'interview,  analyse comportementale,  processus de changement,  modèle Kotter,  Lewin,  pro-actifs,  résilience.",74
195,Navigation sereine en eaux troubles : maîtriser la communication de crise,"Communication de crise, gestion de crise, relations publiques,  management de transition, résolution de conflits,  communication interne,  plan de communication,  outils de communication,  méthodologies agiles,  analyse de risques,  formation crise,  coaching,  accompagnement changement,  résilience.",74
201,3h chrono pour développer ses capacités de concentration ,"Gestion du stress,  concentration,  productivité,  efficacité,  adaptation,  résilience,  temps,  techniques de relaxation,  mindfulness,  coaching,  formation,  développement personnel,  gestion du temps,  méditation.",180
205,Les fondamentaux du métier de coach professionnel ,"Coaching professionnel, développement personnel, accompagnement, mentorat, techniques de coaching, communication interpersonnelle,  gestion des émotions, outils de coaching,  bilan de compétences,  certification coach,  Pnl,  Gestalt-thérapie,  Analyse transactionnelle,  Approche systémique",8
213,Business Developer ,"Négociation commerciale, techniques de vente, prospection, closing, relation client, fidélisation, développement commercial, CRM, Salesforce, Hubspot, Pipedrive, Zoho CRM, LinkedIn Sales Navigator,  Microsoft Dynamics 365",72
215,Excellence Commerciale : Maîtrisez la Négociation et fidélisez vos Clients,"Négociation commerciale, fidélisation client, vente B2B, techniques de vente, prospection commerciale,  gestion des objections,  closing,  Salesforce, Hubspot, Zoho CRM, Pipedrive,  Copper CRM,  Agile CRM,  Microsoft Dynamics 365",72
217,Maîtrisez l'Art de la Prospection LinkedIn :  Techniques de Vente et Négociation,"Prospection, vente, négociation, relation client, communication commerciale, closing, argumentaire, LinkedIn, Sales Navigator, HubSpot, Pipedrive, Zoho CRM, Salesforce, Outreach",72
220,Entraînement intensif à la prise de rendez-vous de prospection ,"Prospection, rendez-vous, vente, négociation, commerciale,  techniques de vente,  clients,  outils CRM,  Salesforce, Hubspot, Zoho CRM, Pipedrive,  LinkedIn Sales Navigator,  Outreach",72
223,Vente et négociation pour non-commerciaux ,"Négociation commerciale, techniques de vente, prospection commerciale, fidélisation client, relation client, argumentaire de vente, closing,  CRM, Salesforce, Hubspot, Zoho CRM, Pipedrive,  Act!, Microsoft Dynamics 365",72
226,3h chrono pour optimiser son portefeuille client avec la matrice ABC croisée ,"Gestion portefeuille client, matrice ABC, vente B2B, négociation commerciale, prospection, fidélisation client, optimisation ventes,  CRM, Salesforce, Hubspot, Zoho CRM, Pipedrive, Microsoft Dynamics 365,  Copper",72
